기록 시작
2022-01-03 15:39:33.984671	635694.5027200712값 생성
2022-01-03 15:39:33.984723	801168.8957803322값 생성
2022-01-03 15:39:33.984728	423422.9706726572값 생성
2022-01-03 15:39:33.984732	816767.7367712795값 생성
2022-01-03 15:39:33.984734	925657.721503845값 생성
2022-01-03 15:39:33.984737	545260.6242517136값 생성
2022-01-03 15:39:33.984739	531981.7313462723값 생성
2022-01-03 15:39:33.984742	689875.2678488123값 생성
2022-01-03 15:39:33.984744	795721.966618325값 생성
2022-01-03 15:39:33.984746	970885.5142471085값 생성
2022-01-03 15:40:31.012047	68077.3433488876값 생성
2022-01-03 15:40:31.012117	574293.2480386484값 생성
2022-01-03 15:40:31.012121	693368.0841204799값 생성
2022-01-03 15:40:31.012123	168494.97787741353값 생성
2022-01-03 15:40:31.012124	348396.9806907865값 생성
2022-01-03 15:40:31.012126	609190.0461196842값 생성
2022-01-03 15:40:31.012128	487869.1437978827값 생성
2022-01-03 15:40:31.012129	588494.2094012424값 생성
2022-01-03 15:40:31.012131	37937.40669400303값 생성
2022-01-03 15:40:31.012133	19983.252472141612값 생성
2022-01-03 15:40:31.012135	215905.7764679887값 생성
2022-01-03 15:40:31.012136	418023.117609532값 생성
2022-01-03 15:40:31.012138	119370.9758961462값 생성
2022-01-03 15:40:31.012139	901129.4490875074값 생성
2022-01-03 15:40:31.012141	435714.62292040564값 생성
2022-01-03 15:40:31.012142	729282.7047152688값 생성
2022-01-03 15:40:31.012144	156970.78846669354값 생성
2022-01-03 15:40:31.012145	989941.5636647484값 생성
2022-01-03 15:40:31.012148	201212.0447666863값 생성
2022-01-03 15:40:31.012149	461312.6203618628값 생성
2022-01-03 15:40:31.012151	931579.5441513071값 생성
2022-01-03 15:40:31.012152	687241.3693278373값 생성
2022-01-03 15:40:31.012154	99702.66659904625값 생성
2022-01-03 15:40:31.012155	753475.0196612003값 생성
2022-01-03 15:40:31.012157	761064.4686048295값 생성
2022-01-03 15:40:31.012159	375874.1723403274값 생성
2022-01-03 15:40:31.012160	722005.8891106549값 생성
2022-01-03 15:40:31.012162	36343.72882210801값 생성
2022-01-03 15:40:31.012164	581437.915584797값 생성
2022-01-03 15:40:31.012165	466491.14698787953값 생성
2022-01-03 15:40:31.012167	709517.3729163532값 생성
2022-01-03 15:40:31.012168	496749.2094084146값 생성
2022-01-03 15:40:31.012169	880546.5321753455값 생성
2022-01-03 15:40:31.012172	318150.08434409165값 생성
2022-01-03 15:40:31.012173	453632.9982469546값 생성
2022-01-03 15:40:31.012175	809287.4256983597값 생성
2022-01-03 15:40:31.012176	72616.90388088481값 생성
2022-01-03 15:40:31.012178	424072.96854061005값 생성
2022-01-03 15:40:31.012179	394921.012125848값 생성
2022-01-03 15:40:31.012181	245257.00345659174값 생성
2022-01-03 15:40:31.012182	18918.56711839568값 생성
2022-01-03 15:40:31.012184	728389.7413234354값 생성
2022-01-03 15:40:31.012186	349760.8855838272값 생성
2022-01-03 15:40:31.012187	589059.7525991787값 생성
2022-01-03 15:40:31.012189	879095.617547252값 생성
2022-01-03 15:40:31.012190	496986.24730173015값 생성
2022-01-03 15:40:31.012192	121623.1063793639값 생성
2022-01-03 15:40:31.012193	600246.1412184329값 생성
2022-01-03 15:40:31.012195	859299.6683866142값 생성
2022-01-03 15:40:31.012196	769659.9171933465값 생성
2022-01-03 15:40:31.012198	998143.2823281873값 생성
2022-01-03 15:40:31.012199	805219.6152740632값 생성
2022-01-03 15:40:31.012201	884058.7731323336값 생성
2022-01-03 15:40:31.012202	874100.5448482018값 생성
2022-01-03 15:40:31.012204	756694.3650374953값 생성
2022-01-03 15:40:31.012205	737358.4339386942값 생성
2022-01-03 15:40:31.012207	404002.0263104125값 생성
2022-01-03 15:40:31.012208	717249.0840335233값 생성
2022-01-03 15:40:31.012210	50151.404561596166값 생성
2022-01-03 15:40:31.012211	224359.76735151964값 생성
2022-01-03 15:40:31.012213	901484.934540388값 생성
2022-01-03 15:40:31.012214	470364.28473895154값 생성
2022-01-03 15:40:31.012216	832624.7972894907값 생성
2022-01-03 15:40:31.012217	638947.135226329값 생성
2022-01-03 15:40:31.012219	331491.5507257582값 생성
2022-01-03 15:40:31.012221	56020.16828462342값 생성
2022-01-03 15:40:31.012222	426777.50974371476값 생성
2022-01-03 15:40:31.012224	760802.9936287453값 생성
2022-01-03 15:40:31.012225	723193.6483105645값 생성
2022-01-03 15:40:31.012227	986262.2335858599값 생성
2022-01-03 15:40:31.012228	862784.5003398085값 생성
2022-01-03 15:40:31.012230	867364.3707414772값 생성
2022-01-03 15:40:31.012231	72128.49882586603값 생성
2022-01-03 15:40:31.012233	512197.94020518084값 생성
2022-01-03 15:40:31.012234	848915.3701975666값 생성
2022-01-03 15:40:31.012236	333141.13769851404값 생성
2022-01-03 15:40:31.012237	831004.2601910345값 생성
2022-01-03 15:40:31.012240	619127.2863371992값 생성
2022-01-03 15:40:31.012241	100934.2167295868값 생성
2022-01-03 15:40:31.012243	79455.14733662951값 생성
2022-01-03 15:40:31.012244	685948.4810797147값 생성
2022-01-03 15:40:31.012246	451507.89849853446값 생성
2022-01-03 15:40:31.012247	205709.01340859526값 생성
2022-01-03 15:40:31.012249	452421.45368907304값 생성
2022-01-03 15:40:31.012250	917910.2942065289값 생성
2022-01-03 15:40:31.012252	575178.2924861503값 생성
2022-01-03 15:40:31.012253	522642.0267854257값 생성
2022-01-03 15:40:31.012255	934959.6992675775값 생성
2022-01-03 15:40:31.012256	835112.6292624403값 생성
2022-01-03 15:40:31.012258	284336.26898482477값 생성
2022-01-03 15:40:31.012259	814283.0285398166값 생성
2022-01-03 15:40:31.012261	57029.85224168045값 생성
2022-01-03 15:40:31.012263	452600.76460373297값 생성
2022-01-03 15:40:31.012265	768992.8651032842값 생성
2022-01-03 15:40:31.012266	458962.85103716917값 생성
2022-01-03 15:40:31.012268	299357.8253473387값 생성
2022-01-03 15:40:31.012270	77530.3167915572값 생성
2022-01-03 15:40:31.012272	715560.2280050295값 생성
2022-01-03 15:40:31.012273	680042.2665956754값 생성
2022-01-03 15:40:31.012275	523483.8274476655값 생성
2022-01-03 15:41:03.890781	893053.2254629954값 생성
2022-01-03 15:41:03.890814	778395.9000633832값 생성
2022-01-03 15:41:03.890817	224817.9476841582값 생성
2022-01-03 15:41:03.890819	688917.5094741232값 생성
2022-01-03 15:41:03.890820	463208.9026579669값 생성
2022-01-03 15:41:03.890822	549097.4390465196값 생성
2022-01-03 15:41:03.890824	525108.3829542723값 생성
2022-01-03 15:41:03.890825	759258.5374355726값 생성
2022-01-03 15:41:03.890827	332447.6228227845값 생성
2022-01-03 15:41:03.890828	159168.12913744283값 생성
2022-01-03 15:41:03.890830	226627.96003406073값 생성
2022-01-03 15:41:03.890831	396114.7211666479값 생성
2022-01-03 15:41:03.890833	290129.1015427332값 생성
2022-01-03 15:41:03.890834	558891.9944419478값 생성
2022-01-03 15:41:03.890836	349668.8019431706값 생성
